region,region_id,province,provincial_id,city_municipality,city_municipality_id,pop_cagr,avg_income_2021,income_cagr,employment_rate_2019,gva_2020,gva_cagr,gv_per_unit_built,gv_per_unit_sold,opportunity_score
mimaropa region,mr-001,palawan,palawan001,linapacan,palawan001linapacan,0.15596951945571869,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.33656862813040245
mimaropa region,mr-001,palawan,palawan001,rizal,palawan001rizal,0.1532987158004786,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.34155232922794443
mimaropa region,mr-001,palawan,palawan001,magsaysay,palawan001magsaysay,0.03731671423935312,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.5579739397575066
mimaropa region,mr-001,palawan,palawan001,aborlan,palawan001aborlan,0.10974569713673543,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.422821959996161
mimaropa region,mr-001,palawan,palawan001,sofronio-española,palawan001sofronio-española,0.08699260505919826,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.4652790720106731
mimaropa region,mr-001,palawan,palawan001,agutaya,palawan001agutaya,0.05409938034744566,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.5266576011945868
mimaropa region,mr-001,palawan,palawan001,quezon,palawan001quezon,0.1187853127790317,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.4059540999011364
mimaropa region,mr-001,palawan,palawan001,araceli,palawan001araceli,0.07287674649805198,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.4916191661864123
mimaropa region,mr-001,palawan,palawan001,cagayancillo,palawan001cagayancillo,0.02047174851548106,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.5894065289713971
mimaropa region,mr-001,palawan,palawan001,busuanga,palawan001busuanga,0.1338514179319108,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.3778408521755797
mimaropa region,mr-001,palawan,palawan001,cuyo,palawan001cuyo,0.06502248815992795,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.5062751577727981
mimaropa region,mr-001,palawan,palawan001,san-vicente,palawan001san-vicente,0.11531964876580214,24127.0,0.06974330773217963,97.58234,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.412421004913999
mimaropa region,mr-001,romblon,romblon001,cajidiocan,romblon001cajidiocan,0.04681746531003994,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.01671003060540457
mimaropa region,mr-001,romblon,romblon001,banton,romblon001banton,-0.04051081488793862,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.17966399579682912
mimaropa region,mr-001,romblon,romblon001,looc,romblon001looc,0.02307338373600576,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.06101632214745503
mimaropa region,mr-001,romblon,romblon001,san-agustin,romblon001san-agustin,0.0274068375712313,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.05293012734523181
mimaropa region,mr-001,romblon,romblon001,odiongan,romblon001odiongan,0.059786574221402544,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,0.007490236677024909
mimaropa region,mr-001,romblon,romblon001,san-fernando,romblon001san-fernando,0.03316102259925269,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.04219285799061423
mimaropa region,mr-001,romblon,romblon001,ferrol,romblon001ferrol,0.0781683320871922,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,0.041790469369439906
mimaropa region,mr-001,romblon,romblon001,san-jose,romblon001san-jose,0.09344116868402685,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,0.07028947653564903
mimaropa region,mr-001,romblon,romblon001,magdiwang,romblon001magdiwang,0.06338350498990608,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,0.014202084544839167
mimaropa region,mr-001,romblon,romblon001,alcantara,romblon001alcantara,0.04967737191293575,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.011373464719044695
mimaropa region,mr-001,romblon,romblon001,corcuera,romblon001corcuera,-0.020199141832046297,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.14176255474444835
mimaropa region,mr-001,romblon,romblon001,santa-maria ,romblon001santa-maria-,0.052545214919096805,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.006022089559234143
mimaropa region,mr-001,romblon,romblon001,calatrava,romblon001calatrava,0.06314775284818719,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,0.01376217268343104
mimaropa region,mr-001,romblon,romblon001,romblon ,romblon001romblon-,0.025894167615453823,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.05575275899171628
mimaropa region,mr-001,romblon,romblon001,san-andres,romblon001san-andres,0.04318375238680061,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.023490513718856267
mimaropa region,mr-001,romblon,romblon001,concepcion,romblon001concepcion,-0.06618261718028928,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.2275674008297119
mimaropa region,mr-001,romblon,romblon001,santa-fe,romblon001santa-fe,0.05926554671844442,28749.0,0.09499644238243854,94.85546000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,0.006518002970047832
mimaropa region,mr-001,marinduque,marinduq001,buenavista,marinduq001buenavista,0.07819345176633408,26959.0,0.1055533460947704,95.99,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.015869724555507263
mimaropa region,mr-001,marinduque,marinduq001,boac ,marinduq001boac-,0.04246636116572966,26959.0,0.1055533460947704,95.99,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.08253622783397814
mimaropa region,mr-001,marinduque,marinduq001,mogpog,marinduq001mogpog,0.024507203513977505,26959.0,0.1055533460947704,95.99,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.11604789145790774
mimaropa region,mr-001,marinduque,marinduq001,gasan,marinduq001gasan,0.046047545402654544,26959.0,0.1055533460947704,95.99,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.0758537628848809
mimaropa region,mr-001,marinduque,marinduq001,torrijos,marinduq001torrijos,0.02140971292434335,26959.0,0.1055533460947704,95.99,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.12182778741577745
mimaropa region,mr-001,marinduque,marinduq001,santa-cruz,marinduq001santa-cruz,-0.023114511074173172,26959.0,0.1055533460947704,95.99,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.20490968060296735
mimaropa region,mr-001,oriental mindoro,oriental001,roxas,oriental001roxas,0.09279653550882894,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.1681554901021315
mimaropa region,mr-001,oriental mindoro,oriental001,socorro,oriental001socorro,0.028415258458177384,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.2882905065676702
mimaropa region,mr-001,oriental mindoro,oriental001,san-teodoro,oriental001san-teodoro,0.08482749308934356,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.18302566798826217
mimaropa region,mr-001,oriental mindoro,oriental001,puerto-galera,oriental001puerto-galera,0.17618749265920552,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.012548542410556657
mimaropa region,mr-001,oriental mindoro,oriental001,bansud,oriental001bansud,0.050550592742434786,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.2469861263110106
mimaropa region,mr-001,oriental mindoro,oriental001,bulalacao,oriental001bulalacao,0.12499467293454503,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.10807398897324182
mimaropa region,mr-001,oriental mindoro,oriental001,mansalay,oriental001mansalay,0.10928299011612408,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.1373918801453496
mimaropa region,mr-001,oriental mindoro,oriental001,gloria,oriental001gloria,0.06900349402179384,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.21255314050228427
mimaropa region,mr-001,oriental mindoro,oriental001,pinamalayan,oriental001pinamalayan,0.05502773262474703,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.23863181434144617
mimaropa region,mr-001,oriental mindoro,oriental001,naujan,oriental001naujan,0.06907856606229856,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.21241305659535833
mimaropa region,mr-001,oriental mindoro,oriental001,calapan ,oriental001calapan-,0.08316523619007254,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.18612742783385783
mimaropa region,mr-001,oriental mindoro,oriental001,victoria,oriental001victoria,0.050315188815611256,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.24742538840583897
mimaropa region,mr-001,oriental mindoro,oriental001,bongabong,oriental001bongabong,0.06658958765510015,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.21705747304108844
mimaropa region,mr-001,oriental mindoro,oriental001,baco,oriental001baco,0.07185022378402772,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.20724116250921268
mimaropa region,mr-001,oriental mindoro,oriental001,pola,oriental001pola,0.026460976658215785,26265.0,0.08886299103861717,96.17896793103449,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.29193718285264014
mimaropa region,mr-001,occidental mindoro,occident001,lubang,occident001lubang,-0.0658254364768801,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.39686830574195225
mimaropa region,mr-001,occidental mindoro,occident001,santa-cruz,occident001santa-cruz,0.12072587909843979,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.048764844689494685
mimaropa region,mr-001,occidental mindoro,occident001,rizal,occident001rizal,0.07937871264691787,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.12591837052821037
mimaropa region,mr-001,occidental mindoro,occident001,sablayan,occident001sablayan,0.09809803237646753,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.09098824973915134
mimaropa region,mr-001,occidental mindoro,occident001,paluan,occident001paluan,0.11474716042412081,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.05992109227086925
mimaropa region,mr-001,occidental mindoro,occident001,calintaan,occident001calintaan,0.06459630161686447,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.15350224698811127
mimaropa region,mr-001,occidental mindoro,occident001,abra-de-ilog,occident001abra-de-ilog,0.12179809185649182,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.04676410311921178
mimaropa region,mr-001,occidental mindoro,occident001,looc,occident001looc,-0.03858695455326999,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.3460414873827153
mimaropa region,mr-001,occidental mindoro,occident001,san-jose,occident001san-jose,0.0839833627170603,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.11732612543249106
mimaropa region,mr-001,occidental mindoro,occident001,mamburao ,occident001mamburao-,0.11944092659632921,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.051162557146752136
mimaropa region,mr-001,occidental mindoro,occident001,magsaysay,occident001magsaysay,0.0845735686960234,26661.0,0.0993930113711965,95.26556000000001,11320742,0.014285168612459431,4815.287962569119,9601.986429177268,-0.11622480516907026
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,prosperidad ,agus-d-s001prosperidad-,0.05678022887257761,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.2002585721618936
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,la-paz,agus-d-s001la-paz,0.10356818579311322,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.11295256904214691
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,san-francisco,agus-d-s001san-francisco,0.09116727931360691,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.13609257452745316
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,bayugan,agus-d-s001bayugan,0.03993668786813176,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.2316885028592158
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,loreto,agus-d-s001loreto,0.08756527314752871,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.1428138930519417
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,trento,agus-d-s001trento,0.06920157167994723,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.17708043263052892
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,sibagat,agus-d-s001sibagat,0.04308239404582359,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.22581863694842566
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,talacogon,agus-d-s001talacogon,0.06468622802271695,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.18550603257913129
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,veruela,agus-d-s001veruela,0.023237379343957754,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.2628492967486631
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,san-luis,agus-d-s001san-luis,0.07967785630907143,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.15753175816998138
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,rosario,agus-d-s001rosario,0.1468759617280122,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.032140559505093196
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,esperanza,agus-d-s001esperanza,0.07677641050299955,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.16294583592137613
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,santa-josefa,agus-d-s001santa-josefa,0.03844296250896839,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.23447578401980698
region xiii (caraga),rxiii-001,agusan del sur,agus-d-s001,bunawan,agus-d-s001bunawan,0.15493288718076692,27821.0,0.06382483764947322,97.15822,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.017106392488387377
region xiii (caraga),rxiii-001,dinagat islands,dinagat001,loreto,dinagat001loreto,0.025809043096921114,28907.0,0.060202062474185025,95.71674,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.24315913620311283
region xiii (caraga),rxiii-001,dinagat islands,dinagat001,tubajon,dinagat001tubajon,0.04531794781714016,28907.0,0.060202062474185025,95.71674,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.2067556552975656
region xiii (caraga),rxiii-001,dinagat islands,dinagat001,cagdianao,dinagat001cagdianao,0.09239445098107724,28907.0,0.060202062474185025,95.71674,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.11891122688882018
region xiii (caraga),rxiii-001,dinagat islands,dinagat001,dinagat,dinagat001dinagat,0.018167319868406473,28907.0,0.060202062474185025,95.71674,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.2574185387489871
region xiii (caraga),rxiii-001,dinagat islands,dinagat001,basilisa ,dinagat001basilisa-,0.08648206590888763,28907.0,0.060202062474185025,95.71674,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.12994369642867248
region xiii (caraga),rxiii-001,dinagat islands,dinagat001,libjo ,dinagat001libjo-,0.021016847800648053,28907.0,0.060202062474185025,95.71674,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.2521013393900876
region xiii (caraga),rxiii-001,dinagat islands,dinagat001,san-jose,dinagat001san-jose,0.008154070916565503,28907.0,0.060202062474185025,95.71674,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.27610319184706944
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,bayabas,suri-d-s001bayabas,0.038962187027625106,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.6002481950757981
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,hinatuan,suri-d-s001hinatuan,0.049259682971795504,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5810331390614003
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,lanuza,suri-d-s001lanuza,0.07920114830301395,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5251625724098823
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,tandag,suri-d-s001tandag,0.09042576910200584,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5042175078463846
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,carmen,suri-d-s001carmen,0.052494152536393335,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5749976412862545
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,lingig,suri-d-s001lingig,0.07324389248916874,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5362787704424665
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,cortes,suri-d-s001cortes,0.04860049478593953,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5822631796444628
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,san-miguel,suri-d-s001san-miguel,0.10657937242442084,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.4740749960787268
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,madrid,suri-d-s001madrid,0.04311086073320114,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5925067987139736
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,tagbina,suri-d-s001tagbina,0.047802277048301534,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5837526484069229
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,bislig,suri-d-s001bislig,0.0036333283892169277,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.6661716002747153
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,san-agustin,suri-d-s001san-agustin,0.11391039276108983,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.46039536297418254
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,lianga,suri-d-s001lianga,0.07871025417553157,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.526078577447209
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,tago,suri-d-s001tago,0.07594345498625499,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5312414055454941
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,cagwait,suri-d-s001cagwait,0.040173878604605084,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5979871869967393
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,marihatag,suri-d-s001marihatag,0.04353835811291562,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5917090915682988
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,barobo,suri-d-s001barobo,0.11360326535033849,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.46096846059258795
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,carrascal,suri-d-s001carrascal,0.16918369615798445,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.35725576217896265
region xiii (caraga),rxiii-001,surigao del sur,suri-d-s001,cantilan,suri-d-s001cantilan,0.06422329741789023,26441.0,0.04593614745074581,95.32098,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.5531111382838876
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,kitcharao,agus-d-n001kitcharao,0.07471306692778157,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.12268505972815179
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,carmen,agus-d-n001carmen,0.075685789953851,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.12086996530774564
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,santiago,agus-d-n001santiago,0.12445709699984908,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.029863044609245333
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,tubay,agus-d-n001tubay,0.09911955904260217,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.07714271471108693
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,buenavista,agus-d-n001buenavista,0.08013695108994634,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.11256412949844853
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,cabadbaran,agus-d-n001cabadbaran,0.09938386564777013,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.07664952041891991
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,jabonga,agus-d-n001jabonga,0.049324179659785194,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.17006054728772302
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,las-nieves,agus-d-n001las-nieves,0.0886403801514779,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.09669678984445364
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,butuan ,agus-d-n001butuan-,0.08682544574713713,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.10008344485562735
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,magallanes,agus-d-n001magallanes,0.02885966851909494,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.20824718314634091
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,nasipit,agus-d-n001nasipit,0.057670779292571694,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.15448585026008899
region xiii (caraga),rxiii-001,agusan del norte ,agus-d-n001,romualdez,agus-d-n001romualdez,0.06452090163532986,27722.0,0.10465054011486918,92.79417,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.1417035694769544
region xiii (caraga),rxiii-001,surigao del norte,suri-d-n001,pilar,suri-d-n001pilar,0.05415340217210862,26444.0,0.023527741888133225,94.06487,12358000,0.01382959276255713,8752.12464589235,6786.381109280615,-0.7925931633959375
